argumentTypeId	argumentTypeName	sourceTaxonId	sourceTaxonName	sourceTaxonLifestage	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	targetTaxonLifestage	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	Notes	referenceDoi	studyCitation	referenceCitation			
https://en.wiktionary.org/wiki/refute	refute	EOL:13650	Acacia	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:11956400	Fusarium oxysporum f. sp. koae		GEONAMES:5855797	Hawaii						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Richardson, M.J. Supplement 2 to an annotated list of seedborne diseases, 3d ed, Zurich, Switzerland: International Seed Testiog Association ; 1983, 108 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:13650	Acacia	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:6789605	Hapalophragmiopsis ponderosum		GEONAMES:1269750	India						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Richardson, M.J. Supplement 2 to an annotated list of seedborne diseases, 3d ed, Zurich, Switzerland: International Seed Testiog Association ; 1983, 108 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:13650	Acacia	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:357994	Egypt						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:162025	Aspergillus flavus		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Quiniones, Sebastian S. Unnumbered Report of Philippines Forest Research Institute College, Laguma 3720, Philippines. 1985. 6 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:2920814	Aspergillus niger		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Quiniones, Sebastian S. Unnumbered Report of Philippines Forest Research Institute College, Laguma 3720, Philippines. 1985. 6 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16299	Chaetomium		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Quiniones, Sebastian S. Unnumbered Report of Philippines Forest Research Institute College, Laguma 3720, Philippines. 1985. 6 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:6753363	Curvularia pallescens		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Quiniones, Sebastian S. Unnumbered Report of Philippines Forest Research Institute College, Laguma 3720, Philippines. 1985. 6 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18299783	Fusarium semitectum		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Quiniones, Sebastian S. Unnumbered Report of Philippines Forest Research Institute College, Laguma 3720, Philippines. 1985. 6 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:639977	Acacia auriculiformis	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:1269750	India						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16436	Aspergillus		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:156591	Botryodiplodia theobromae		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:190938	Cladosporium cladosporoides		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:11501463	Curvularia lunata		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16374	Penicillium		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643764	Acacia confusa	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18324	Rhizopus		GEONAMES:1694008	Philippines						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Agmata, Antonia L, Seedborne organisms in some forest tree seeds in the Philippines: a preliminary survey. Sylvatrop Philippines Forest Research Journal 4(4):215-222; 1971.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643419	Acacia modesta	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18299783	Fusarium semitectum		GEONAMES:1269750	India						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:643419	Acacia modesta	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:1269750	India						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:1230609	Acacia raddiana	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:1004481	Fusarium moniliforme		GEONAMES:294640	Israel						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:1230609	Acacia raddiana	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:294640	Israel						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:37290	Acer	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:187946	Botrytis cinerea		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:37290	Acer	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:1004481	Fusarium moniliforme		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:37290	Acer	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18349077	Gloeosporium acericola		GEONAMES:8354411	USSR						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Richardson, M.J. An annotated list of seedborne diseases. 3d ed, Zurich, Switzerland: International Seed Testing Association; 1979, 320 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:37290	Acer	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16353	Phyllosticta									Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Richardson, M.J. An annotated list of seedborne diseases. 3d ed, Zurich, Switzerland: International Seed Testing Association; 1979, 320 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:37290	Acer	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host		Phyllosticta platanoidis f. sp. negundinis		GEONAMES:8354411	USSR						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Richardson, M.J. An annotated list of seedborne diseases. 3d ed, Zurich, Switzerland: International Seed Testing Association; 1979, 320 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:582248	Acer campestre	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31641	Verticillium		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute		Acer ginolamax	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:187946	Botrytis cinerea		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31743	Ascochyta		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18331	Colletotrichum		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18299783	Fusarium semitectum		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18885	Pestalotia		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31629	Phoma		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16308	Phomopsis		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:596824	Acer palmatum	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:16599	Septoria		GEONAMES:1835841	South Korea						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:695211	Acrocarpus fraxinifolius	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:156591	Botryodiplodia theobromae		GEONAMES:49518	Rwanda						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:695211	Acrocarpus fraxinifolius	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:187946	Botrytis cinerea		GEONAMES:1252881	West Bengal						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:695211	Acrocarpus fraxinifolius	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:31600	Cephalosporium		GEONAMES:49518	Rwanda						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:695211	Acrocarpus fraxinifolius	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:18331	Colletotrichum		GEONAMES:49518	Rwanda						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
https://en.wiktionary.org/wiki/refute	refute	EOL:695211	Acrocarpus fraxinifolius	http://purl.obolibrary.org/obo/PO_0009010	RO:0002454	has host	EOL:189627	Fusarium equiseti		GEONAMES:1269750	India						Anderson, R. L. (1986). Checklist of micro-organisms associated with tree seeds in the world, 1985. Gen. Tech. Rep. SE-39. Asheville, NC: US Department of Agriculture, Forest Service, Southeastern Forest Experiment Station. 34 p., 39.	Mathur, S.B. Fungi recorded in seeds of forest tree species at the Danish Government Institute of Seed Pathology, Copenhagen: Institute of Seed Pathology; 1984, 12 pp.			
